"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
2,0,0,0,0,0,105450,0,0,0,0,0,33,2,434170,6,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,5,1,239.130434782609,229239.130434783,229239.130434783,0,0,0,0,0,0,229239.130434783,0,0,0,0,0,1132608.69565217,247391.304347826,0,0,0,0,0,0,196086.956521739,0,196086.956521739,0,2515217.39130435,0,2515217.39130435,4661745.65217391,0,0,4661745.65217391,2239496.08695652,19769.9130434783,77760.2113043478,97530.1243478261,7274493.16782609,6647895.2173913,6901241.73913044,2612747.51565217,9513989.25478261,-626597.950434783,8887391.30434783,0,23.9130434782609,758.695652173913,758.695652173913,0,8887391.30434782,0,0,0,0,0,0,6.52173913043478,6.52173913043478,0,0,0,0,0,0,195.652173913043,165.217391304348,30.4347826086957,0,0,0,67.3913043478261,0,263.04347826087,0,2.17391304347826,0,10.8695652173913,0,0,0,41.304347826087,0,6.52173913043478,56.5217391304348,4.34782608695652,0,0,54.3478260869565,0,4.34782608695652,47.8260869565217,0,0,34.7826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75
2,0,0,0,0,0,17580,0,0,182160,0,432320,33,1,434170,6,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,16,2,769.230769230769,2431000,67615.3846153846,2363384.61538462,0,0,0,0,0,67615.3846153846,0,0,700615.384615385,0,1662769.23076923,1544615.38461538,497307.692307692,0,0,1597307.69230769,0,0,0,975399.038461538,12961.5384615385,988360.576923077,823269.230769231,2596153.84615385,0,2596153.84615385,15568842.3076923,0,0,15568842.3076923,8316030.57692308,137620.076538462,268324.506153846,405944.582692308,18570940.7365385,-6723722.88461538,23884872.8846154,3002098.42884615,26886971.3134615,-25294663.6211538,1592307.69230769,0,265.384615384615,265.384615384615,265.384615384615,0,1592307.69230769,0,0,0,0,0,0,7.69230769230769,7.69230769230769,0,0,63207.6923076923,0,3692.30769230769,66900,746.153846153846,746.153846153846,0,0,0,0,150,0,896.153846153846,0,3.84615384615385,0,19.2307692307692,0,0,0,80.7692307692308,0,0,19.2307692307692,173.076923076923,0,0,261.538461538462,0,0,265.384615384615,0,0,73.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667
2,0,0,0,0,0,18440,0,0,0,0,0,33,3,434170,6,0.79,0.25,0.54,0,0,0.79,0.25,0.54,0,0,0,0,0,0,0,0.71,0.25,0.46,0,0,0.71,0.25,0.46,0,0,0,0,0,0,0,14,2,1549.29577464789,25971.8309859155,25971.8309859155,0,0,0,0,0,0,25971.8309859155,0,0,0,0,0,2617605.63380282,384225.352112676,1662535.21126761,0,292394.366197183,0,0,1044929.57746479,1847077.46478873,6857211.26760563,8704288.73239437,342253.521126761,1752112.67605634,0,1752112.67605634,9042657.74647887,1693647.88732394,0,10736305.6338028,17202022.1126761,849127.313521127,207873.198309859,1057000.51183099,11851770.9343662,31464597.6056338,26244679.8591549,2809113.18788732,29053793.0470423,19612826.6712676,48666619.7183099,1881.69014084507,0,761.971830985916,1477.01408450704,32741408.4507042,15925211.2676056,0,0,0,0,0,0,576.056338028169,576.056338028169,0,0,0,0,0,0,459.154929577465,288.732394366197,170.422535211268,108.450704225352,42.2535211267606,66.1971830985916,87.3239436619718,0,654.929577464789,0,5.63380281690141,0,7.04225352112676,0,0,0,18.3098591549296,0,192.957746478873,197.183098591549,9.85915492957747,0,0,0,0,0,147.887323943662,0,0,46.4788732394366,0,0,0,8.45070422535211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1267605633803,13.6875
2,0,0,0,0,0,35150,0,0,546480,0,203860,33,3,434170,5,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,16,2,560,1570980,70300,1500680,0,0,0,0,0,70300,0,0,1092960,0,407720,1538800,651200,0,0,934400,0,0,0,398868.333333333,676530,1075398.33333333,0,1928000,0,1928000,8524478,562800,0,9087278,6767748.33333333,96611.1156,170904.9592,267516.0748,10719994.0748,51812051.6666667,15292226.3333333,2195516.0748,17487742.4081333,41092057.5918667,58579800,5696,92,430,2594.48,54681600,3898200,0,0,0,0,0,0,2,2,0,0,82170,0,854,83024,402,358,44,40,0,40,88,0,530,0,2,0,12,0,0,0,54,0,26,182,42,0,0,100,0,0,48,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13.6875
2,0,0,0,0,0,39710,0,0,0,0,0,37,3,415002,6,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,30.5,2,360,79420,79420,0,0,0,0,0,0,79420,0,0,0,0,0,782600,1935200,0,0,0,0,0,103000,4300553.33333333,188715.789473684,4489269.12280702,1296000,2312000,0,2312000,18339286,16142680,1690000,36171966,26034342.0554621,678675.158196491,484495.1064,1163170.26459649,22713285.3319414,26174257.9445379,45272457.122807,3475170.26459649,48747627.3874035,3460972.61259649,52208600,0,1104,7882,7882,0,52208600,0,0,0,0,0,0,6,6,0,0,0,0,0,0,916,468,448,1058,354,704,192,0,2166,0,6,0,0,0,0,0,60,0,802,946,12,0,0,158,0,0,42,0,0,130,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
2,0,0,0,0,0,47350,110880,0,0,0,0,37,2,415002,5,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,32.5,2,348.837209302326,367976.744186046,110116.279069767,257860.465116279,0,0,0,0,0,110116.279069767,257860.465116279,0,0,0,0,1217906.97674419,4738837.20930232,0,0,0,0,0,179534.88372093,5967982.55813953,158629.130966952,6126611.68910648,0,2913953.48837209,0,2913953.48837209,32814532.5581395,18436060.4651163,1227906.97674419,52478500,31923637.3891718,442096.094067727,731386.172093023,1173482.26616075,37688167.868421,154987990.517805,65524369.50306,4087435.75453284,69611805.2575928,117299822.649384,186911627.906977,2048.83720930233,513.953488372093,25100,25878.5581395348,10449069.7674419,176462558.139535,0,0,0,0,0,0,6.97674418604651,6.97674418604651,590.697674418605,0,0,0,0,590.697674418605,1827.90697674419,909.302325581395,918.604651162791,1023.25581395349,425.581395348837,597.674418604651,188.372093023256,0,3039.53488372093,0,0,0,2.32558139534884,0,0,0,69.7674418604651,0,1279.06976744186,1353.48837209302,20.9302325581395,0,0,102.325581395349,0,0,76.7441860465116,0,0,123.255813953488,0,0,0,11.6279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
2,0,0,0,0,0,49200,0,0,0,0,0,37,3,415002,6,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,23.75,2,565,82000,82000,0,0,0,0,0,0,82000,0,0,0,0,0,590500,1488833.33333333,0,0,0,0,0,8666.66666666667,2464581.94444444,114252.631578947,2578834.57602339,1260000,2570000,0,2570000,18640485,7104483.33333333,0,25744968.3333333,13528319.9093567,421778.226432748,346145.607333333,767923.833766082,21978408.8337661,11558180.0906433,32168804.9093567,3337923.83376608,35506728.7431228,-10420228.7431228,25086500,0,275,3665,3665,0,25086500,0,0,0,0,0,0,5,5,0,0,0,0,0,0,970,576.666666666667,393.333333333333,443.333333333333,218.333333333333,225,141.666666666667,0,1555,0,3.33333333333333,0,0,0,0,0,46.6666666666667,0,548.333333333333,780,6.66666666666667,0,0,73.3333333333333,0,0,0,0,0,91.6666666666667,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
2,0,0,0,0,0,95780,0,0,0,0,257750,37,1,415002,6,0.28,0.28,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,18,2,1607.14285714286,1262607.14285714,342071.428571429,920535.714285714,0,0,0,0,0,342071.428571429,0,0,0,0,920535.714285714,796785.714285714,921428.571428571,0,0,0,0,0,231428.571428571,310250,71052.6315789474,381302.631578947,379464.285714286,2135714.28571429,0,2135714.28571429,20814396.4285714,0,0,20814396.4285714,4388018.91729323,107867.930977444,297930.415714286,405798.346691729,23355909.0609774,7284123.93984962,25202415.3458647,2541512.63240601,27743927.9782707,-16071785.1211278,11672142.8571429,0,128.571428571429,1825,1825,0,11672142.8571429,0,0,0,0,0,0,21.4285714285714,21.4285714285714,0,0,0,0,3050,3050,1128.57142857143,1128.57142857143,0,0,0,0,75,0,1203.57142857143,0,7.14285714285714,0,0,0,0,0,128.571428571429,0,32.1428571428571,142.857142857143,46.4285714285714,0,0,332.142857142857,0,0,410.714285714286,0,0,100,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
2,0,0,0,130800,0,282050,130980,0,0,0,0,38,1,389606,6,0.16,0.16,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,38,2,812.5,3398937.5,2580312.5,818625,0,0,0,817500,0,1762812.5,818625,0,0,0,0,3981250,2050000,0,0,0,1135625,0,0,2475898.4375,53289.4736842105,2529187.91118421,0,0,1050000,1050000,23925431.25,7412500,200000,31537931.25,21994413.2990631,237009.153947368,522086.4225,759095.576447368,24837219.9385685,-13714413.2990631,45022537.6611842,1809095.57644737,46831633.2376316,-38551633.2376316,8280000,0,362.5,1687.5,1687.5,0,8280000,0,0,0,0,1412.5,0,1537.5,2950,4293.75,0,0,0,0,4293.75,1081.25,825,256.25,350,300,50,337.5,87.5,1856.25,0,50,0,0,0,0,0,337.5,0,0,218.75,212.5,0,0,0,0,225,556.25,0,0,225,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1
2,0,0,0,1744880,0,16610,0,0,0,0,0,33,4,434170,5,2.1,0,2.1,0,0,1.31,0,1.31,0,0,0.79,0,0.79,0,0,2.1,0,2.1,0,0,1.31,0,1.31,0,0,0.79,0,0.79,0,0,16.4,2,1880.95238095238,838804.761904762,838804.761904762,0,0,0,0,830895.238095238,0,7909.52380952381,0,0,0,0,0,1183047.61904762,343428.571428571,0,0,0,0,0,14285.7142857143,248863.293650794,155763.80952381,404627.103174603,8031.74603174603,3974761.9047619,1800952.38095238,5775714.28571429,3845136.66666667,4770476.19047619,0,8615612.85714286,9797824.08730159,38188.3346190476,136340.226095238,174528.560714286,7994427.13214286,54696223.531746,11842008.3730159,5950242.84642857,17792251.2194444,46701796.3996032,64494047.6190476,3179.52380952381,0,671.904761904762,1880.12380952381,51190333.3333333,13303714.2857143,0,0,0,0,378.095238095238,0,0.952380952380952,379.047619047619,0,0,0,0,0,0,122.857142857143,122.857142857143,0,389.047619047619,194.285714285714,194.761904761905,87.6190476190476,20.4761904761905,620,0,0.952380952380952,0,5.23809523809524,0,0,0,35.7142857142857,0,30.4761904761905,426.190476190476,9.04761904761905,0,0,0,0,0,35.7142857142857,0,0,71.4285714285714,0,0,0,5.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111
2,0,0,0,1965460,0,0,0,0,0,0,0,33,3,434170,5,0.98,0,0.98,0,0,0.69,0,0.69,0,0,0.29,0,0.29,0,0,0.98,0,0.98,0,0,0.69,0,0.69,0,0,0.29,0,0.29,0,0,15,1,1520.40816326531,2005571.42857143,2005571.42857143,0,0,0,0,2005571.42857143,0,0,0,0,0,0,0,2747959.18367347,502653.06122449,0,0,0,0,0,2184081.63265306,1094702.38095238,345887.755102041,1440590.13605442,206547.619047619,1967346.93877551,1715306.12244898,3682653.06122449,9572369.3877551,7966091.83673469,0,17538461.2244898,19202971.0204082,110294.921088435,309736.208979592,420031.130068027,11959747.4565986,256377028.979592,27060034.2857143,4102684.19129252,31162718.4770068,244417281.522993,275580000,22709.1836734694,0,2878.57142857143,11508.0612244898,238446428.571429,37133571.4285714,0,0,0,0,1470.40816326531,0,0,1470.40816326531,0,0,0,0,0,0,387.755102040816,387.755102040816,0,685.714285714286,33.6734693877551,652.040816326531,146.938775510204,0,1220.40816326531,0,4.08163265306122,0,12.2448979591837,0,0,0,40.8163265306122,0,96.9387755102041,745.918367346939,17.3469387755102,0,0,0,0,0,203.061224489796,0,0,91.8367346938776,0,0,0,8.16326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6875
2,0,0,0,21210,0,0,0,0,0,0,878700,37,3,415002,6,0.79,0,0.79,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0.79,0,0.79,0,0,0.79,0,0.79,0,0,0,0,0,0,0,28.5,2,443.037974683544,1139126.58227848,26848.1012658228,1112278.48101266,0,0,0,26848.1012658228,0,0,0,0,0,0,1112278.48101266,1164556.96202532,1023417.72151899,0,0,87594.9367088608,0,0,168607.594936709,2696185.12658228,211538.974017322,2907724.1005996,1774810.12658228,2806329.11392405,0,2806329.11392405,15232551.8987342,1136151.89873418,0,16368703.7974684,9816991.92338441,280094.136015989,262970.818227848,543064.954243837,18581945.9669021,4014400.48167888,25049543.8221186,3349394.06816789,28398937.8902865,-14567545.4852232,13831392.4050633,359.493670886076,29.1139240506329,1744.30379746835,1880.91139240506,1545822.78481013,12285569.6202532,0,0,0,0,56.9620253164557,0,0,56.9620253164557,0,0,0,0,2026.58227848101,2026.58227848101,782.278481012658,782.278481012658,0,84.8101265822785,84.8101265822785,0,79.746835443038,0,946.835443037975,0,2.53164556962025,0,5.06329113924051,0,0,0,39.2405063291139,0,174.683544303797,159.493670886076,35.4430379746835,0,0,211.392405063291,0,70.8860759493671,145.569620253165,0,0,102.53164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
2,0,0,0,29690,0,0,0,75600,0,0,0,99,1,423960,6,0.42,0.42,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,0.21,0.21,0,0,0,0,0,0,0,0,3,2,1142.85714285714,501380.952380952,141380.952380952,360000,0,0,0,141380.952380952,0,0,0,360000,0,0,0,1465714.28571429,357142.857142857,0,451428.571428571,124761.904761905,0,0,118095.238095238,280000,12342.8571428571,292342.857142857,2571428.57142857,2757142.85714286,0,2757142.85714286,15595366.6666667,0,0,15595366.6666667,6306255.23809524,359648.796952381,230812.241904762,590461.038857143,18942970.5626667,8657078.09523809,21901621.9047619,3347603.896,25249225.8007619,-10285892.4674286,14963333.3333333,2233.33333333333,0,0,848.666666666667,14963333.3333333,0,0,0,0,0,323.809523809524,0,0,323.809523809524,0,4300,0,0,0,4300,761.904761904762,761.904761904762,0,0,0,0,109.52380952381,0,871.428571428571,0,0,0,0,0,0,0,104.761904761905,0,138.095238095238,200,57.1428571428571,0,0,0,0,0,71.4285714285714,57.1428571428571,0,80.9523809523809,0,0,0,9.52380952380952,128.571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8095238095238,28.3684210526316
2,0,0,0,35350,0,0,0,0,0,0,0,99,1,423960,6,0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,9,2,1000,321363.636363636,321363.636363636,0,0,0,0,321363.636363636,0,0,0,0,0,0,0,0,139090.909090909,0,0,0,0,0,0,689090.909090909,75418.1818181818,764509.090909091,0,1045454.54545455,0,1045454.54545455,4192018.18181818,4008481.81818182,172727.272727273,8373227.27272727,5741836.17611504,162580.480727273,109537.654545455,272118.135272727,5597887.41370314,24590891.0966122,10022150.9090909,1317572.68072727,11339723.5898182,18993003.6829091,30332727.2727273,4527.27272727273,0,0,1720.36363636364,30332727.2727273,0,0,0,0,0,409.090909090909,0,0,409.090909090909,0,0,0,0,0,0,118.181818181818,118.181818181818,0,227.272727272727,227.272727272727,0,109.090909090909,0,454.545454545455,0,0,0,0,0,0,0,0,0,0,154.545454545455,18.1818181818182,0,0,0,0,0,172.727272727273,0,0,109.090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
2,0,0,0,402990,0,1802230,0,0,0,0,1127670,37,4,415002,6,2.89,2.89,0,0,0,2.89,2.89,0,0,0,0,0,0,0,0,2.89,2.89,0,0,0,2.89,2.89,0,0,0,0,0,0,0,0,36.3333333333333,2,294.117647058824,1153249.1349481,763051.903114187,390197.23183391,0,0,0,139442.906574394,0,623608.996539793,0,0,0,0,390197.23183391,1241107.26643599,1286228.37370242,0,54186.8512110727,0,361972.3183391,0,7508.65051903114,155832.46828143,16906.3012201785,172738.769501609,93010.3806228374,533564.013840831,0,533564.013840831,9746307.95847751,5837024.22145329,312456.747404844,15895788.9273356,10739064.3991023,35690.3579803314,248000.514878893,283690.872859224,10758983.1602135,11556298.922697,20680792.6726158,817254.886700055,21498047.5593159,797315.762483455,22295363.3217993,22.1453287197232,305.536332179931,3354.32525951557,3362.74048442907,219238.75432526,22076124.5674741,0,0,0,0,392.387543252595,0,14.5328719723183,406.920415224914,0,0,0,0,1292.3875432526,1292.3875432526,456.747404844291,241.176470588235,215.570934256055,346.020761245675,241.868512110727,104.152249134948,141.868512110727,0,944.636678200692,0,8.30449826989619,0,1.73010380622837,0,0,0,82.6989619377163,0,31.8339100346021,200.346020761246,27.681660899654,0,0,331.141868512111,0,0,184.083044982699,0,0,65.3979238754325,0,0,0,0,1.3840830449827,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0346020761246,22.25
2,0,0,0,50900,0,239870,0,0,0,0,0,37,3,415002,6,0.58,0,0.58,0,0,0.58,0,0.58,0,0,0,0,0,0,0,0.58,0,0.58,0,0,0.58,0,0.58,0,0,0,0,0,0,0,16.25,2,644.827586206897,501327.586206896,501327.586206896,0,0,0,0,87758.6206896552,0,413568.965517241,0,0,0,0,0,1083965.51724138,585000,0,0,0,548448.275862069,0,224655.172413793,228023.706896552,68368.9655172414,296392.672413793,183189.655172414,5034482.75862069,0,5034482.75862069,17687537.9310345,2245672.4137931,181034.482758621,20114244.8275862,6104048.61010675,95143.9434310345,285914.753103448,381058.696534483,23263718.551945,19396296.2174795,23952225.7068965,5415541.45515517,29367767.1620517,-3867422.33446551,25500344.8275862,0,341.379310344828,3731.03448275862,3731.03448275862,0,25500344.8275862,0,0,0,0,234.48275862069,0,13.7931034482759,248.275862068965,0,0,0,0,0,0,681.034482758621,681.034482758621,0,137.931034482759,67.2413793103448,70.6896551724138,306.896551724138,0,1125.86206896552,0,13.7931034482759,0,6.89655172413793,0,0,0,196.551724137931,0,58.6206896551724,274.137931034483,17.2413793103448,0,0,93.1034482758621,0,10.3448275862069,353.448275862069,0,0,100,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
2,0,0,0,61370,0,138830,0,0,0,0,0,37,1,415002,5,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,33,2,925.925925925926,741481.481481481,741481.481481481,0,0,0,0,227296.296296296,0,514185.185185185,0,0,0,0,0,1638518.51851852,3660740.74074074,0,0,0,0,0,718888.888888889,1851333.33333333,103157.894736842,1954491.22807018,489629.62962963,5281481.48148148,0,5281481.48148148,34962455.5555556,765666.666666667,0,35728122.2222222,10384419.1539961,281245.45871345,526848.122962963,808093.581676413,41052030.6187134,48865951.2163743,45346874.7095516,6089575.06315789,51436449.7727095,7813920.59766082,59250370.3703704,0,533.333333333333,8562.96296296296,8562.96296296296,0,59250370.3703704,0,0,0,0,503.703703703704,0,18.5185185185185,522.222222222222,0,0,0,0,0,0,1929.62962962963,1292.59259259259,637.037037037037,48.1481481481481,22.2222222222222,25.9259259259259,200,0,2177.77777777778,0,33.3333333333333,0,7.40740740740741,0,0,0,148.148148148148,0,88.8888888888889,437.037037037037,11.1111111111111,0,0,818.518518518518,0,0,451.851851851852,0,0,177.777777777778,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
2,0,0,0,80600,0,263610,0,0,0,0,0,38,2,389606,6,0.37,0,0.37,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0.37,0,0.37,0,0,0,0,0,0,0,38,2,918.918918918919,930297.297297297,930297.297297297,0,0,0,0,217837.837837838,0,712459.45945946,0,0,0,0,0,1073783.78378378,107297.297297297,0,0,0,0,0,0,792287.162162162,12290.1849217639,804577.347083926,0,259459.459459459,0,259459.459459459,7306545.94594595,570405.405405405,0,7876951.35135135,3875967.13086771,75656.5799288762,123855.288648649,199511.868577525,7765517.27398293,14493762.598862,11182513.0768137,458971.328036984,11641484.4048506,6728245.32487909,18369729.7297297,0,0,1913.51351351351,1913.51351351351,0,18369729.7297297,0,0,0,0,367.567567567568,0,662.162162162162,1029.72972972973,0,0,0,0,0,0,340.540540540541,340.540540540541,0,40.5405405405405,0,40.5405405405405,78.3783783783784,0,459.459459459459,0,0,0,0,0,0,0,40.5405405405405,0,0,108.108108108108,18.9189189189189,0,0,0,0,118.918918918919,86.4864864864865,0,0,81.0810810810811,0,0,0,5.40540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1
2,38180,0,0,0,0,0,0,0,0,0,0,33,1,434170,6,0.26,0,0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,0.26,0,0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,9.66666666666667,2,1269.23076923077,146846.153846154,146846.153846154,0,146846.153846154,0,0,0,0,0,0,0,0,0,0,1841538.46153846,422692.307692308,0,0,0,394615.384615385,0,976538.461538462,2177878.20512821,4523538.46153846,6701416.66666667,74743.5897435897,2892307.69230769,0,2892307.69230769,17649300,0,0,17649300,10992561.025641,832450.416153846,265750.981538462,1098201.39769231,21639809.09,5534362.05128205,28641861.025641,3990509.09,32632370.115641,-16105447.0387179,16526923.0769231,857.692307692308,42.3076923076923,207.692307692308,533.615384615385,13808846.1538462,2718076.92307692,0,323.076923076923,0,0,0,0,0,323.076923076923,0,0,0,0,0,0,923.076923076923,334.615384615385,588.461538461538,0,0,0,215.384615384615,0,1138.46153846154,0,3.84615384615385,0,0,0,0,0,138.461538461538,0,134.615384615385,53.8461538461538,26.9230769230769,0,0,0,0,0,542.307692307692,7.69230769230769,0,196.153846153846,0,0,0,19.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,41.6666666666667
