"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","직거래 판매방법_전화주문","직거래 판매방법_인터넷주문","직거래 판매방법_기타온라인판매","직거래 판매방법_직접판매","직거래 판매방법_임산물축제","직거래 판매방법_기타오프라인판매","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 밤의 출하시기_수확 ~ 추석 이전","판매 밤의 출하시기_추석 연휴 판매","판매 밤의 출하시기_추석이후 ~ 12월 31일","판매 밤의 출하시기_1월 1일~설 이전","판매 밤의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_비료살포기","보유 시설 및 장비_기타","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
12,1,3,1,3,2,3,4,2,,6600,6600,0,100,30,70,0,0,100,30,70,0,0,0,0,0,0,0,15,15,1,3500,300,100,,,100,,,0,,1,300,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,50,20,0,5,0,0,0,0,75,1,,3,,,,7,,9,10,11,,,14,,16,,,,,,,,,,,,,,,,,,,,,2,2,,,25,25,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,500,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,3,3,3,1,1,2,23100,23100,0,100,0,2,98,0,100,0,2,98,0,0,0,0,0,0,2000,20,1,4000,1000,2500,,,2500,,,0,,1,1000,,,0,,1,,,,5,0,0,0,0,95,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,350,50,10,20,0,0,0,0,430,1,,,,,,,,9,10,,,,14,,16,,,,,21,,,24,,,,,,,,,,,,,5,3,,,28,28,,,0,0,,1,1,600,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,3000,3,1,2,1,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,551,1,56.9322
12,1,3,1,3,3,3,1,2,,528,528,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,30,25,1,2000,300,1000,,,1000,,,0,,1,300,,,0,,1,,,,0,0,0,0,0,100,0,0,80,0,20,0,0,100,0,0,0,2,,2,,,,,,,10,10,0,0,0,0,0,0,20,1,2,,,,,7,,9,10,,,,14,,16,,,,,21,,,24,,,,28,,,,,,,,,1,1,,,25,28,,,0,0,,1,1,50,,,1,,,,100,0,0,0,0,0,4,,6,2,,,3,3,4,500,3,2,2,2,2,,7,2,,,,,,5,2,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,3,1,3,4,3,5,2,,19800,0,19800,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1100,15,1,3000,950,3135,,,3135,,,0,,1,950,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,30,30,20,25,30,30,0,0,165,,2,,,,,7,,9,10,,,,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,500,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,2000,3,2,2,2,2,,9,2,,,,,,6,2,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,3,1,3,4,3,6,1,2,9900,9900,0,100,0,70,30,0,100,0,70,30,0,0,0,0,0,0,30,30,1,4000,100,120,,,120,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,60,0,0,0,0,0,0,0,60,1,2,,,,,7,,9,,,,,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,25,25,,,0,0,,1,1,100,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,500,3,2,2,2,2,,3,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,2,3,1,1,1,3300,3300,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,150,10,1,5000,100,350,,,350,,,0,,1,100,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,30,20,0,0,0,0,0,0,50,1,2,,,,,7,,9,10,,,,14,,16,,,,,21,,,24,,,,28,,,,,,,,,1,1,,,20,20,,,0,0,,1,1,200,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,2,500,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,3,1,4,2,3,1,1,3,33000,33000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,2000,17,1,2000,800,5000,,,5000,,,0,,1,800,,,0,,1,,,,0,0,95,0,0,5,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,230,60,0,10,0,0,0,0,300,1,2,3,,,,7,,9,10,11,12,,14,,16,,,,,21,,,24,,,,,,,,,,,1,1,2,2,5,5,25,25,,,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,4,,6,3,,3,3,3,3,2000,3,2,2,2,2,,3,2,,,,,,3,2,,,,,,,,,,10,,,,,556,1,56.9322
12,1,3,1,4,2,3,1,2,,49500,0,49500,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,900,8,1,6378.4018,1844.5044,4000,,,4000,,,0,,1,0,,1,0,,1,,,,50,50,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,50,100,30,50,100,0,720,0,1050,1,2,3,,5,,7,,9,10,,,13,14,,16,,,,,21,,,24,,26,,28,,,,,,,2,2,1,,20,20,60,,100,80,0,0,1,1,1,3000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,1,3000,3,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,3,3,1,1,2,19800,12210,7590,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,300,15,1,2000,500,2000,,,2000,,,0,,1,500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,60,10,5,10,0,10,0,0,95,,,,,,,7,,,,,,13,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,10,8,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,2,9997,,2,,,1,1,1,700,3,2,2,3,2,,7,2,,,,,,2,1,,,,,,,,,,,,,,9998,576,2,56.9322
12,1,3,1,4,3,3,1,1,2,24750,24750,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,700,20,1,2802.78,2300,3000,,,3000,,,0,,1,550,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,25,30,0,10,0,0,0,0,65,,2,,,,,7,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,60,20,,,0,0,,1,1,7500,,,1,2,,,100,0,0,0,0,0,4,,5,2,,,3,3,3,1500,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,3,3,1,1,2,29700,29700,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,50,20,1,1200,150,500,,,500,,,0,,1,15000,,,0,,1,,,,10,0,0,0,0,90,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,10,60,0,5,0,0,0,0,75,1,2,3,,,,7,8,9,10,11,,13,,,16,,,,,21,,,24,,,,,,,,,,,,,1,1,,,21,21,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,1000,3,1,1,2,2,,3,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,3,3,1,2,,3000,0,3000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,200,20,1,2000,550,2080,,,2080,,,0,,1,550,,,0,,1,,,,50,0,0,0,0,50,0,50,0,0,50,0,0,100,0,0,0,2,,2,,,,,,,24,20,5,15,40,5,0,0,109,1,,3,,,,7,,9,,11,,13,,,16,,,,,21,,,24,,,,,,,,,,,,,2,1,,,180,180,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,600,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,3,3,1,2,,70000,0,70000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2400,17,1,7000,3420,13300,,,13300,,,0,,1,3420,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,63,43,5,38,470,10,1868,25,2522,1,,,,,,7,,9,10,,,,14,,16,,,,,21,,,,,,27,,,,,,,,30,130,2,1,1,1,92,42,115,85,0,0,3,1,1,2300,,,1,,,,60,40,0,0,0,0,3,,,2,,,2,3,1,10000,3,1,2,2,1,3,7,2,,,,,,2,1,,,,,,,,,9,,,,,,,,56.9322
12,1,3,1,4,3,3,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,300,15,1,1962.94,729.95,1200,,,1200,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,40,25,0,5,100,0,0,0,170,,2,3,4,5,,7,,9,10,,,13,,,16,,18,,,21,,,24,,,,28,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,3000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,1000,1,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,3,3,3,2,,19834,0,19834,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,800,15,1,1720,1300,8000,,,8000,,,0,,1,1600,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,180,50,0,20,30,0,0,0,280,,,,,,,7,,9,,,,,14,,16,,,,20,,,,24,,,,,,,,,,,,,1,1,,,70,70,,,0,0,,1,1,6000,,,1,2,,,100,0,0,0,0,0,4,,2,3,,3,2,2,3,3000,2,1,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,3,1,4,4,3,1,1,1,14850,14850,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,500,20,1,4500,560,1711,,,1711,,,0,,1,560,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,15,0,10,43,0,0,105,0,173,,,,,,,7,,,10,,,13,,,16,,,,,21,,,,,,,,,,,,,,1,,1,1,7,,60,30,150,,0,0,1,1,1,800,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,1,1500,3,2,2,2,2,,4,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,1,1,24750,4950,19800,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1300,14,1,1420,1220,3242,,,3242,,,0,,1,920,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,50,16,13,84,30,20,0,0,213,,2,,,,,7,,9,10,,,13,,,16,,,,,21,,,24,,,,,,,,,,,,,1,1,,,90,30,,,0,0,,1,1,3000,,,1,,,,100,0,0,0,0,0,4,,5,2,,,3,3,3,2500,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,3,1,4,4,3,1,1,1,37000,37000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,2200,7,1,9000,1180,4500,,,4500,,,0,,1,1180,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,287,43,50,53,0,5,469,16,923,,2,3,,,,7,,9,,,12,,14,,16,,18,,,21,,23,24,,,27,,,,,,,,28,1,1,1,1,37,40,5,170,100,0,0,2,1,1,1500,,,1,,,,90,10,0,0,0,0,3,,,3,,3,3,3,1,2000,1,2,2,2,2,,7,2,,,,,,2,1,,,,,,,,,9,,,,,,542,1,56.9322
12,1,3,1,4,4,3,1,1,1,4500,0,4500,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,300,15,1,5852.9126,573.981,2000,,,2000,,,0,,1,400,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,40,5,0,2,10,0,0,0,57,,2,,,,,7,,,,,,,14,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,60,30,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,2,2,,,1,1,1,1000,3,2,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,513,1,56.9322
12,1,3,1,4,4,3,1,1,1,900,900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,300,15,1,3919.7599,1514.1814,200,,,2000,,,0,,1,500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,70,50,0,5,0,0,0,0,125,1,2,3,,,,7,,9,10,,,13,,,16,,,,,21,,,24,,,,28,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,1000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,3,800,3,2,2,2,2,,4,2,,,,,,3,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,1,2,19800,19800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,1080,16,1,11020.3985,3541.5,2249,,,2249,,,0,,1,600,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,5,5,16,32,0,30,0,0,88,,,,,,,7,,9,10,,,,14,,16,,,,,21,,,,,,,28,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,2000,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,1,2000,3,2,2,2,2,,7,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,2,,1320,1320,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,20,35,1,3500,50,100,,,100,,,0,,1,50,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,2,0,0,0,0,0,0,0,2,1,2,,,,,7,,9,10,11,,13,,15,16,,,,20,,,,24,,,,28,,,,,,,,,1,1,,,20,20,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,200,3,1,1,2,2,,7,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,2,,19800,0,19800,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,600,20,1,3500,1350,5423,,,5400,,,0,,1,1350,,,0,,1,,,,0,0,100,0,0,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,60,30,0,12,40,0,500,0,642,,,3,,5,,,,9,10,,12,13,,,16,,,,,21,,,24,,,,28,,,,,,,2,5,2,1,3,10,120,120,170,80,0,0,3,1,1,3000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,3000,3,1,2,3,2,,4,1,1,,,,,3,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,2,,53000,0,53000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1000,20,1,10000,970,3300,,,3300,,,0,,1,970,,,0,,1,,,,50,0,50,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,0,52,3,41,300,10,609,21,1036,,2,,,,,7,,9,10,,,,14,,16,,,,,,,23,,,,,28,,,,,,,1,1,1,,46,15,45,,120,100,0,0,2,1,1,1000,,,1,,,,70,30,0,0,0,0,3,,,3,,3,3,3,1,5000,3,2,2,2,2,,9,2,,,,,,3,2,,,,,,,,,9,,,,,,542,1,56.9322
12,1,3,1,4,4,3,1,2,,74250,0,74250,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2250,22,1,11623.0285,5557.702,9500,,,9500,,,0,,1,2375,,,0,,1,,,,60,0,0,0,35,5,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,0,100,0,0,1,200,100,5,10,200,10,1500,0,2025,1,2,3,,5,6,7,,9,10,,,13,14,,16,,18,,,21,,,24,,,27,,,,,,,,2,5,1,1,15,30,90,60,120,80,0,0,3,1,1,2000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,1,6000,3,1,2,3,2,,4,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,1,2,,7500,0,7500,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1000,20,1,3000,1100,3600,,,3600,,,0,,1,1050,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,80,25,5,30,30,5,0,0,175,1,2,,,,,7,,9,,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,2,2,,,200,200,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,3,1000,3,2,2,2,2,,7,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,3,1,1,9917,9917,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,300,30,1,7000,700,4000,,,4000,,,0,,1,700,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,70,80,0,10,0,0,0,0,160,,,,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,60,60,,,0,0,,1,1,3000,,,1,2,,,100,0,0,0,0,0,5,,2,2,,,3,3,1,1500,3,2,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,4,3,5,1,2,6600,6600,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,800,20,1,5000,2500,1000,,,1000,,,0,,1,300,,,0,,1,,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,20,10,5,0,0,0,0,0,35,1,2,3,,5,,7,,9,,11,,,,15,16,,,,,21,,,,,,,28,,,,,,,,,1,1,,,30,10,,,0,0,,1,1,1000,,,1,2,,,50,50,0,0,0,0,2,3,,2,,,2,1,3,1000,2,1,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,10,,,,,,,56.9322
12,1,3,1,4,5,3,1,1,1,9900,9900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,410,26,1,1873,673,2052,,,2052,,,0,,1,673,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,21,7,0,7,58,0,0,0,93,,2,,,,,7,,9,10,,,,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,90,30,,,0,0,,1,1,200,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,1,1200,3,2,2,2,2,,4,2,,,,,,2,1,,,,,,,,,,10,,,,,,,56.9322
12,1,3,1,4,5,3,1,1,2,26400,19800,6600,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1200,15,1,14360.5711,3342.603,8400,,,8400,,,0,,1,2100,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,120,80,0,5,30,0,0,0,235,,,,,5,,7,,9,10,,,,,,16,,18,,,,,,24,,,,,,,,,,,,,1,1,,,90,60,,,0,0,,1,1,8000,,,1,2,,,100,0,0,0,0,0,2,1,,2,,,3,3,1,3000,3,1,2,3,2,,1,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,5,3,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,300,5,1,10000,640,800,,,800,,,0,,1,640,,,0,,1,,,,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,2,,2,,,,,,,0,6,0,17,30,30,0,0,83,,2,,,,6,7,,9,,11,12,13,14,,16,,,,,,,,,,,,28,,,,,,,,,1,1,,,30,25,,,0,0,,1,1,2500,,,1,,,,100,0,0,0,0,0,4,,2,2,,,2,2,1,1000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,5,3,3,2,,3300,0,3300,100,0,100,0,0,0,0,0,0,0,100,0,100,0,0,200,10,1,6576.8489,293.928,2500,,,2500,,,0,,1,150,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,30,20,0,0,0,0,0,0,50,,,,,,,7,,,,,,,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,50,20,,,0,0,,1,1,1000,,,1,2,,,100,0,0,0,0,0,5,,2,2,,,3,3,1,500,3,2,2,2,2,,3,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,4,5,3,6,1,2,9900,9900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,1620,13,1,1600,1200,5184,,,5184,,,0,,1,1200,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,0,100,14,60,70,0,400,0,644,,,,,,,7,,9,10,,,13,,,16,,,,,21,,,,,,,,,,,,,,10,,1,1,10,,70,40,,,0,0,1,1,1,1300,,,1,2,,,99,1,0,0,0,0,3,,,2,,,3,3,1,3600,3,1,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,10,,,,,536,1,56.9322
12,1,3,1,5,1,3,1,1,1,9900,9900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,470,6,1,5712.6392,1848.46,200,,,200,,,0,,1,80,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,43,91,0,16,0,10,0,0,160,1,2,3,,,,7,,9,10,11,,13,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,40,10,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,1,1,1,1000,3,2,2,2,2,,7,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,5,1,3,1,2,,16000,0,16000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,300,20,1,2000,850,2900,,,2900,,,0,,1,850,,,0,,1,,,,60,40,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,77,3,3,19,180,5,120,1616,2023,,2,,,,,7,,9,,,,,,,16,,18,,,,,,,,,,,,,,,,,1,,1,1,6,,60,30,200,,0,0,3,1,1,2000,,,1,,,,50,50,0,0,0,0,4,,6,2,,,2,2,2,1000,3,1,2,2,2,,7,2,,,,,,2,2,,,,,,,,,9,,,,,,751,6,56.9322
12,1,3,1,5,1,3,1,2,,1650,1650,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,900,5,1,1200,100,100,,,100,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,10,10,0,10,0,0,0,0,30,1,2,,,,,7,,9,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,25,15,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,3,3,500,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,56.9322
